RANK,DRUG NAME,NDC,RXS,RFS,QTY,TOTAL U&C,TOTAL PRICE,TOTAL COST,GROSS MARGIN,PCT MARGIN
1661,KETOROLAC 0.5% OPHTH SOLN,17478020910,1,2,15,350.61,110.32,104.7,5.62,5
1662,KETOROLAC 0.5% OPHTH SOLN,60505100301,5,4,50,1158.7,331.04,90.5,240.54,72.6
1663,KETOROLAC 10 MG TABLET,93031401,4,0,59,167.25,52.2,62.34,-10.14,0
1664,KETOROLAC 10 MG TABLET,378113401,1,0,15,43.97,12.05,24.46,-12.41,0
1665,KETOTIFEN FUM 0.025% EYE DR,17478071710,18,8,130,576.94,264.35,161.72,102.63,38.8
1666,KLOR-CON SPRINKLE ER 10 MEQ,66758020501,2,5,630,670.25,207.32,176.47,30.85,14.8
1667,KRISTALOSE 20 GM PACK,66220072930,1,0,30,296.62,229.93,220.13,9.8,4.2
1668,L-CARNITINE 250 MG CAPS,536741008,2,8,1500,1049.8,600,717,-117,0
1669,LABELS TIMES AM NOON PM HS,12355050011,1,0,1,10.01,0,0.01,-0.01,0
1670,LABETALOL HCL 100 MG TABS,172436460,0,1,56,47.68,14.2,21.48,-7.28,0
1671,LABETALOL HCL 100 MG TABS,591060501,6,8,1284,785.51,368.7,349.48,19.22,5.2
1672,LABETALOL HCL 100 MG TABS,185001001,3,5,720,449.38,223.83,239.2,-15.37,0
1673,LABETALOL HCL 200 MG TABS,172436560,1,0,60,78.11,78.11,32.35,45.76,58.5
1674,LABETALOL HCL 200 MG TABS,591060605,2,2,630,466.93,247.74,141.24,106.5,42.9
1675,LABETALOL HCL 300 MG TABS,49884012401,3,4,630,794.43,538.98,356.51,182.47,33.8
1676,LABETALOL HCL 300 MG TABS,68382080001,1,2,270,340.47,242.01,51.15,190.86,78.8
1677,LACTAID GENERIC 3 000IU,563408706,3,9,420,2220,64,2100,-2036,0
1678,"LACTASE 3,000 UNIT CAPLET",904522452,5,17,1208,375.91,184,151.17,32.83,17.8
1679,LACTULOSE 10 GM/15 ML SOLN,50383079516,5,2,4209,394.92,109.31,73.85,35.46,32.4
1680,LACTULOSE 10 GM/15ML SOLN,50383077932,20,35,35808,3034.83,1012.17,641.34,370.83,36.6
1681,LACTULOSE 10 GM/15ML SOLN,60432003732,5,0,4470,286.01,78.32,54.31,24.01,30.6
1682,LACTULOSE 10 GM/15ML SOLN,603137859,2,0,4950,372.93,110.19,74.82,35.37,32
1683,LAMICTAL 200 MG TABS,173064460,3,7,1200,25165.2,20181.1,20052,129.1,0.6
1684,LAMISIL DERMAGEL,85236400582,1,1,30,320,50,600,-550,0
1685,LAMOTRIGINE 100 MG TABS,13668004705,8,13,1770,8617.5,348.99,70.8,278.19,79.7
1686,LAMOTRIGINE 100 MG TABS,29300011201,6,10,762,3837,560.57,42.32,518.25,92.4
1687,LAMOTRIGINE 100 MG TABS,93046301,1,5,360,1770.42,76.58,90.66,-14.08,0
1688,LAMOTRIGINE 150 MG TABS,29300011316,3,13,1980,10647.04,250.91,127.72,123.19,49
1689,LAMOTRIGINE 150 MG TABS,59746024705,7,28,2490,13278.56,424,722.1,-298.1,0
1690,LAMOTRIGINE 25 MG TABS,29300011101,3,11,2014,8647.13,330.35,88.38,241.97,73.2
1691,LAMOTRIGINE 25 MG TABS,93003901,2,5,1101,4649.67,96.42,272.25,-175.83,0
1692,LAMOTRIGINE 25 MG TABS,29300011105,7,7,1568,6695.1,150.7,78.4,72.3,47.9
1693,LAMOTRIGINE 25 MG TABS,13668004501,2,0,79,347.85,21.25,3.21,18.04,84.8
1694,LAMOTRIGINE ER 100 MG TB24,49884056311,1,0,30,430.75,158.67,192.72,-34.05,0
1695,LAMOTRIGINE ER 100 MG TB24,16714062501,2,11,1020,14436.18,5259.77,2095.42,3164.35,60.1
1696,LAMOTRIGINE ER 100 MG TB24,55111071930,1,5,720,10158.48,3634.5,1824,1810.5,49.8
1697,LAMOTRIGINE ER 200 MG TB24,49884056411,1,9,600,9074,4049.37,3733.2,316.17,7.8
1698,LAMOTRIGINE ER 25 MG TB24,49884056111,1,19,3510,23182.31,11354.21,13664.43,-2310.22,0
1699,LAMOTRIGINE ER 25 MG TB24,16714062301,3,10,1770,11719.37,7070.49,1475,5595.49,79.1
1700,LAMOTRIGINE ER 300 MG TB24,16714062701,2,8,600,13561.4,9397.02,1994.8,7402.22,78.7
1701,LANCETS MEDICAID,75537000585,1,0,1,10.08,6.93,0.08,6.85,98.8
1702,LANSOPRAZOL-AMOXICIL-CLARIT,57237000114,1,0,112,804.88,161.21,254.34,-93.13,0
1703,LANSOPRAZOLE 15 MG CPDR,781214731,2,4,210,1250.29,119.89,364,-244.11,0
1704,LANSOPRAZOLE 15 MG CPDR,55111039830,1,0,90,539.98,10,2700,-2690,0
1705,LANSOPRAZOLE 30 MG CPDR,378803077,5,2,328,2004.45,602.27,590.4,11.87,1.9
1706,LANSOPRAZOLE 30 MG CPDR,55111039990,1,0,30,186.65,3.53,2.54,0.99,28
1707,LANTUS 100 UNIT/ML SOLN,88222033,1,0,10,350.27,275.27,272.22,3.05,1.1
1708,LANTUS SOLOSTAR 100 UNITS/M,88221905,12,24,915,31492.57,25686.79,24906.3,780.49,3
1709,LARIN 1.5 MG-30 MCG TABLET,16714040701,0,1,21,38.94,35,60,-25,0
1710,LARIN 1/20 1-20 MG-MCG TABS,16714040803,1,0,63,95.98,17.79,850,-832.21,0
1711,LARIN FE 1-20 TABLET,16714040601,2,9,308,425.26,75.2,315.26,-240.06,0
1712,LARIN FE 1-20 TABLET,16714040604,2,8,280,386.5,78.32,93.1,-14.78,0
1713,LARIN FE 1.5-30 TABLET,16714040504,7,18,762,1037.33,285.11,240.3,44.81,15.7
1714,LATANOPROST 0.005 % SOLN,24208046325,25,37,68,2277.84,676.56,1147.34,-470.78,0
1715,LATANOPROST 0.005 % SOLN,17478062512,3,2,5,147.2,48.59,85.7,-37.11,0
1716,LATANOPROST 0.005 SOL,378964532,0,1,1,98.3,6,88.3,-82.3,0
1717,LATUDA 40 MG TABS,63402030430,2,0,37,1830.63,1776.39,1448.5,327.89,18.4
1718,LATUDA 60 MG TABS,63402030630,1,0,7,352.55,298.31,274.04,24.27,8.1
1719,LATUDA 80 MG TABS,63402030830,7,10,471,23218.85,20006.4,18439.02,1567.38,7.8
1720,LEUCOVORIN CALCIUM 25 MG TA,54449911,3,6,540,13446.36,4064.76,2783.16,1281.6,31.5
1721,LEVALBUTEROL 1.25 MG/3 ML S,93414864,1,0,375,848.12,19.09,273.8,-254.71,0
1722,LEVALBUTEROL HCL 1.25 MG/3M,378969252,0,5,1875,4241.9,167.11,625,-457.89,0
1723,LEVEMIR FLEXTOUCH 100 UNITS,169643810,10,33,645,24254.03,19961.98,19038.5,923.48,4.6
1724,LEVETIRACETAM 100 MG/ML SOL,121079916,3,6,1350,968.31,49.76,47.25,2.51,5
1725,LEVETIRACETAM 1000 MG TABS,43547022406,5,8,810,5826.87,238.31,966.19,-727.88,0
1726,LEVETIRACETAM 1000 MG TABS,68180011507,1,12,996,7138.04,268.5,727.56,-459.06,0
1727,LEVETIRACETAM 250 MG TABS,13668001412,6,20,1815,5478.47,362.8,150.88,211.92,58.4
1728,LEVETIRACETAM 250 MG TABS,16729006416,5,16,2205,7408.59,407.79,931.77,-523.98,0
1729,LEVETIRACETAM 250 MG TABS,68180011216,8,13,2040,6075.47,558.5,546.72,11.78,2.1
1730,LEVETIRACETAM 250 MG TABS,43547022115,3,9,750,2276.25,124.19,344.5,-220.31,0
1731,LEVETIRACETAM 500 MG TABS,68180011316,5,15,2640,9477.64,448.19,1059.64,-611.45,0
1732,LEVETIRACETAM 500 MG TABS,16729006516,13,21,3774,13617.53,1170.37,1924.74,-754.37,0
1733,LEVETIRACETAM 500 MG TABS,16714035502,9,19,4230,15046.36,1242.31,404.79,837.52,67.4
1734,LEVETIRACETAM 750 MG TABS,16729006629,6,8,1530,7433,933.45,214.2,719.25,77
1735,LEVETIRACETAM 750 MG TABS,68180011416,0,12,1800,8689.56,994.3,958.8,35.5,3.5
1736,LEVETIRACETAM 750 MG TABS,43547022315,1,9,375,1887.5,195.59,313.48,-117.89,0
1737,LEVETIRACETAM ER 500 MG TAB,60505328006,3,14,3060,13776.28,2564.75,876.18,1688.57,65.8
1738,LEVETIRACETAM ER 500 MG TAB,68180011707,3,4,660,3005.02,619.32,88.88,530.44,85.6
1739,LEVETIRACETAM ER 750 MG TAB,60505351706,2,8,600,4106,389.06,263.2,125.86,32.3
1740,LEVOCARNITINE 1 G/10 ML SOL,50383017104,1,0,944,380.52,222.44,281.6,-59.16,0
1741,LEVOCARNITINE 1 G/10 ML SOL,64980050312,2,2,375,187.17,109.01,76.04,32.97,30.2
1742,LEVOCARNITINE 330 MG TABS,50383017290,3,8,1560,1821.63,1366.39,1234.56,131.83,9.6
1743,LEVOCETIRIZINE 5 MG TABLET,47335017581,2,6,240,818.4,73.73,36,37.73,51.1
1744,LEVOCETIRIZINE 5 MG TABLET,31722055190,20,17,1131,3849.29,446.37,61.07,385.3,86.3
1745,LEVOFLOXACIN 25 MG/ML SOLN,50383028608,1,0,140,205.41,157.33,135.1,22.23,14.1
1746,LEVOFLOXACIN 250 MG TABS,65862053650,4,0,29,527.51,22.8,4.58,18.22,79.9
1747,LEVOFLOXACIN 500 MG TABS,33342002208,9,0,75,1534.94,43.07,31.18,11.89,27.6
1748,LEVOFLOXACIN 500 MG TABS,13668008350,15,0,131,2193.6,76.04,27.51,48.53,63.8
1749,LEVOFLOXACIN 500 MG TABS,68382001618,8,0,63,1293.76,40.82,25.66,15.16,37.1
1750,LEVOFLOXACIN 500 MG TABS,65862053750,6,0,48,984.76,58.51,7.76,50.75,86.7
1751,LEVOFLOXACIN 750 MG TABS,65862053820,7,0,77,2847.94,54.95,20.79,34.16,62.1
1752,LEVOFLOXACIN 750 MG TABS,13668008421,2,0,14,429.02,9.75,14,-4.25,0
1753,LEVOFLOXACIN 750 MG TABS,55111028130,1,0,10,260.79,8.95,4.85,4.1,45.8
1754,LEVONOR-ETH ESTRAD 0.1-0.02,378728753,1,9,280,451.5,177.19,73.8,103.39,58.3
1755,LEVOTHYROXINE 100 MCG TAB,781518492,11,25,1200,1062.04,495.71,277.42,218.29,44
1756,LEVOTHYROXINE 100 MCG TAB,378180910,2,4,300,228.54,126.96,99.23,27.73,21.8
1757,LEVOTHYROXINE 100 MCG TAB,527134501,6,10,480,429.6,250.94,221.82,29.12,11.6
1758,LEVOTHYROXINE 112 MCG TAB,781518592,7,7,465,454.66,245.17,123.85,121.32,49.4
1759,LEVOTHYROXINE 125 MCG TAB,781518610,3,10,390,397.54,172.56,118.33,54.23,31.4
1760,LEVOTHYROXINE 125 MCG TAB,781518692,14,11,990,929.14,471.11,439.47,31.64,6.7
1761,LEVOTHYROXINE 125 MCG TAB,527134701,2,1,150,128.8,56.05,80.31,-24.26,0
1762,LEVOTHYROXINE 125 MCG TAB,378181301,2,0,60,59.52,30,29.64,0.36,1.2
1763,LEVOTHYROXINE 137 MCG TAB,781519192,5,11,480,493.92,298.05,208.4,89.65,30
1764,LEVOTHYROXINE 150 MCG TAB,527134901,13,24,1230,1203.94,495.1,684.39,-189.29,0
1765,LEVOTHYROXINE 175 MCG TAB,378181777,14,14,960,1053.46,651.52,836.93,-185.41,0
1766,LEVOTHYROXINE 175 MCG TAB,781518892,1,0,30,35.18,3.99,3000,-2996.01,0
1767,LEVOTHYROXINE 200 MCG TAB,781518992,9,7,480,563.68,326.9,232.39,94.51,28.9
1768,LEVOTHYROXINE 25 MCG TABLET,781518010,15,24,1635,1133.92,528.84,429.43,99.41,18.7
1769,LEVOTHYROXINE 25 MCG TABLET,527134101,8,23,972,734.49,334.18,347.97,-13.79,0
1770,LEVOTHYROXINE 25 MCG TABLET,781518092,19,24,1245,996.42,526.57,346.12,180.45,34.2
1771,LEVOTHYROXINE 300 MCG TAB,781519092,1,3,120,170.28,75.28,88.84,-13.56,0
1772,LEVOTHYROXINE 50 MCG TABLET,527134201,8,17,804,648.76,331.28,326.83,4.45,1.3
1773,LEVOTHYROXINE 50 MCG TABLET,781518192,16,56,2362,1940.24,1023.77,595.11,428.66,41.8
1774,LEVOTHYROXINE 50 MCG TABLET,378180310,18,51,2407,1883.66,1025.94,794.37,231.57,22.5
1775,LEVOTHYROXINE 50 MCG TABLET,781518110,3,12,598,458.96,200.42,143.72,56.7,28.2
1776,LEVOTHYROXINE 75 MCG TABLET,781518292,28,61,2970,2585.83,1126.2,983.03,143.17,12.7
1777,LEVOTHYROXINE 75 MCG TABLET,527134301,9,15,730,640.07,387.95,327.84,60.11,15.4
1778,LEVOTHYROXINE 75 MCG TABLET,781518210,8,14,834,696.19,277.5,299.54,-22.04,0
1779,LEVOTHYROXINE 88 MCG TABLET,781518392,26,39,2387,2036.22,934.52,611.25,323.27,34.5
1780,LEVOTHYROXINE SODIUM 100 MC,68180096903,6,6,360,322.2,157.62,106.95,50.67,32.1
1781,LID SCRUBS,99999099992,1,0,1,10.01,0,0.01,-0.01,0
1782,LIDOCAINE 2% VISCOUS SOLN,50383077504,3,0,820,138.24,54.97,56.99,-2.02,0
1783,LIDOCAINE 4 % CREA,47781057072,2,0,30,58.4,31.05,35.64,-4.59,0
1784,LIDOCAINE 4 % CREA,47781057073,1,0,15,26.8,23,15.5,7.5,32.6
1785,LIDOCAINE 5 % CREA,75834014130,1,0,30,25.54,25,10.96,14.04,56.1
1786,LIDOCAINE 5 % OINT,50383093335,1,0,1,309.99,11.91,44.98,-33.07,0
1787,LIDOCAINE 5 % OINT,51672302002,2,5,210,1669.92,43.26,116.69,-73.43,0
1788,LIDOCAINE 5 % OINT,51672300803,1,2,150,1172.79,0,37.08,-37.08,0
1789,LIDOCAINE 5 % PTCH,603188016,5,0,180,1899.62,656.61,390,266.61,40.6
1790,LIDOCAINE 5 % PTCH,591352530,4,5,300,2898.01,880.75,619.61,261.14,29.6
1791,LIDOCAINE 5 % PTCH,378905593,1,0,30,318.27,123.73,103.99,19.74,15.9
1792,LIDOCAINE HCL 2% JELLY,17478071130,2,1,90,305.04,88.66,252.69,-164.03,0
1793,LIDOCAINE-HC 3-0.5% CREAM,59088081903,1,0,1,59.44,49,8999,-8950,0
1794,LIDOCAINE-PRILOCAINE CREAM,115146860,1,0,10,26.08,3.99,3.68,0.31,7.7
1795,LIDOCAINE-PRILOCAINE CREAM,50383066730,2,0,60,126.26,26.96,13.75,13.21,48.9
1796,LIDOCAINE-PRILOCAINE CREAM,591207030,1,0,30,63.13,10,42.45,-32.45,0
1797,LIDODERM 5 % PTCH,63481068706,1,0,90,1972.38,1972.38,1569.93,402.45,20.4
1798,LINZESS 145 MCG CAPS,456120130,5,7,360,6223.08,5352.36,4847.26,505.1,9.4
1799,LINZESS 290 MCG CAPS,456120230,5,17,660,11408.98,9648,8951.36,696.64,7.2
1800,LINZESS 72 MCG CAPS,456120330,3,0,90,1555.77,1223.54,1220.64,2.9,0.2
1801,LIOTHYRONINE SOD 25 MCG TAB,574022201,2,2,360,418.48,222.04,267.28,-45.24,0
1802,LIOTHYRONINE SOD 25 MCG TAB,42794001902,2,3,450,518.3,257.18,3825,-3567.82,0
1803,LIOTHYRONINE SOD 5 MCG TAB,574022001,1,4,150,170,57.82,84.75,-26.93,0
1804,LIOTHYRONINE SOD 5 MCG TAB,378361101,1,2,90,102.72,53.02,114.24,-61.22,0
1805,LIOTHYRONINE SODIUM 5 MCG T,59762120601,0,1,30,35.5,11.51,16.5,-4.99,0
1806,LISINOPRIL 10 MG TABS,143971410,9,21,1080,1384.35,156.23,55.5,100.73,64.4
1807,LISINOPRIL 10 MG TABS,172375960,4,7,330,434.5,62.01,17.82,44.19,71.2
1808,LISINOPRIL 10 MG TABS,68180098003,20,27,1740,2182.8,304.36,52.75,251.61,82.6
1809,LISINOPRIL 2.5 MG TABS,185060201,5,11,760,652.78,69.18,20.51,48.67,70.3
1810,LISINOPRIL 2.5 MG TABS,43547035150,11,9,743,682.95,120.25,22.31,97.94,81.4
1811,LISINOPRIL 20 MG TABS,68180098103,16,34,1652,2240.06,242.95,71.78,171.17,70.4
1812,LISINOPRIL 20 MG TABS,43547035411,1,1,60,83.6,12.2,1.46,10.74,88
1813,LISINOPRIL 20 MG TABS,63304053401,1,1,60,84.5,3.52,64.8,-61.28,0
1814,LISINOPRIL 20MG TAB,185010210,1,0,60,74.5,74.5,3.39,71.11,95.4
1815,LISINOPRIL 40 MG TABS,63304053501,2,2,120,228.64,9.56,25.2,-15.64,0
1816,LISINOPRIL 40 MG TABS,43547035611,13,15,1212,2146.48,175.69,177.04,-1.35,0
1817,LISINOPRIL 5 MG TABS,185060501,10,9,558,732.59,94.2,17.82,76.38,81
1818,LISINOPRIL 5 MG TABS,68180051301,4,13,504,654.86,50.66,15.61,35.05,69.1
1819,LISINOPRIL 5 MG TABS,378207310,9,10,796,947.86,68.87,8.58,60.29,87.5
1820,LISINOPRIL 5 MG TABS,185540010,4,8,472,578.98,14.14,14.36,-0.22,0
1821,LISINOPRIL-HCTZ 10-12.5 MG,172503360,4,3,210,301.84,61.84,17.99,43.85,70.9
1822,LISINOPRIL-HCTZ 10-12.5 MG,68180051801,4,4,464,599.83,36.93,12.32,24.61,66.6
1823,LISINOPRIL-HCTZ 10-12.5 MG,68180051802,1,3,180,241.66,6.03,6.9,-0.87,0
1824,LISINOPRIL-HCTZ 20-12.5 MG,68180051901,2,4,240,351.05,25.08,10.97,14.11,56.2
1825,LISINOPRIL-HCTZ 20-12.5 MG,143126301,2,6,360,511.06,17.43,63.86,-46.43,0
1826,LISINOPRIL-HCTZ 20-12.5 MG,185015201,2,2,300,400.43,42.97,42.3,0.67,1.5
1827,LISINOPRIL-HCTZ 20-25 MG TA,68180052001,0,4,120,187.28,16.3,5.1,11.2,68.7
1828,LISINOPRIL-HCTZ 20-25 MG TA,143126401,1,7,240,370.24,27.9,43.2,-15.3,0
1829,LISINOPRIL-HCTZ 20-25 MG TA,378202501,1,0,90,119.35,3,9,-6,0
1830,LITHIUM CARBONATE 150 MG CA,54252625,2,0,72,30.05,6.18,4.04,2.14,34.6
1831,LITHIUM CARBONATE 300 MG CA,31722054510,21,12,1918,637.74,274.86,76.08,198.78,72.3
1832,LITHIUM CARBONATE 300 MG CA,54252731,14,12,2340,638.3,277.96,162.51,115.45,41.5
1833,LITHIUM CARBONATE 300 MG CA,54252725,1,0,60,20.47,4.66,4.7,-0.04,0
1834,LITHIUM CARBONATE 300 MG CA,31722054501,8,3,734,237.71,72.95,29.6,43.35,59.4
1835,LITHIUM CARBONATE 600 MG CA,54253125,5,6,330,239.03,85.28,47.96,37.32,43.7
1836,LITHIUM CARBONATE ER 450 MG,68462022401,6,5,664,442.27,211.66,123.81,87.85,41.5
1837,LITHIUM CARBONATE ER 450 MG,378145001,6,3,390,270.83,150.39,93.25,57.14,37.9
1838,LIVALO 4 MG TABS,66869040490,2,3,150,1823.75,1456.11,1419,37.11,2.5
1839,LO LOESTRIN FE 1-10 TABLET,430042014,13,6,588,3736.06,2987.36,2836.89,150.47,5
1840,LOPERAMIDE HCL 2 MG CAPS,93031101,3,2,234,369.41,151.29,57.75,93.54,61.8
1841,LOPERAMIDE HCL 2 MG CAPS,93031105,2,1,230,336.36,90.68,55.84,34.84,38.4
1842,LOPERAMIDE HCL 2 MG CAPS,51079069020,1,0,30,36.24,12.51,17.46,-4.95,0
1843,LOPERAMIDE HCL 2 MG CAPS,378210001,1,0,60,72.97,11.43,19.83,-8.4,0
1844,LORATADINE 10 MG TABS,45802065087,19,59,2269,1462.1,561,91.18,469.82,83.7
1845,LORATADINE 10 MG TABS,16714048203,85,85,5018,2644.99,1286.1,216.8,1069.3,83.1
1846,LORATADINE 10 MG TABS,16714048202,16,32,1392,1569.03,308.29,291.65,16.64,5.3
1847,LORATADINE 10 MG TABS,781507701,10,23,970,1130.25,260.84,242.17,18.67,7.1
1848,LORATADINE 5 MG/5 ML SYRUP,51672207308,6,3,1340,200.4,41.62,83.81,-42.19,0
1849,LORATADINE ALLERGY 5 MG/5 M,54838055840,3,4,975,139.03,32.81,35.55,-2.74,0
1850,LORATADINE CHILDRENS 5 MG C,51660075431,1,0,30,30.4,30.4,849.99,-819.59,0
1851,LORATADINE-D 24HR TABLET,45802000822,1,2,90,83.7,58,46.92,11.08,19.1
1852,LORATADINE-D 24HR TABLET,904583315,5,3,225,330.42,112.2,168.78,-56.58,0
1853,LORAZEPAM 0.5 MG TABS,591024001,7,0,780,571.56,46.82,14.25,32.57,69.5
1854,LORAZEPAM 0.5 MG TABS,591024005,6,0,645,486.7,35.76,10.69,25.07,70.1
1855,LORAZEPAM 0.5 MG TABS,69315090405,6,0,358,283.78,14.82,432.75,-417.93,0
1856,LORAZEPAM 0.5 MG TABS,591024010,31,0,2051,1622.64,135.75,38.96,96.79,71.3
1857,LORAZEPAM 0.5 MG TABS,51079041720,1,0,21,24.6,1.51,4.35,-2.84,0
1858,LORAZEPAM 1 MG TABS,591024110,29,0,2400,2313.5,278.14,52.8,225.34,81
1859,LORAZEPAM 1 MG TABS,591024105,6,0,300,318.29,46.3,10.01,36.29,78.3
1860,LORAZEPAM 1 MG TABS,591024101,2,0,118,123.84,26.73,2.58,24.15,90.3
1861,LORAZEPAM 2 MG TABS,591024205,1,0,60,85.34,14.32,3.24,11.08,77.3
1862,LORAZEPAM 2 MG TABS,378277701,5,0,242,360.84,95.55,14.76,80.79,84.5
1863,LORAZEPAM 2 MG TABS,69315090610,6,0,241,337.74,90.42,12,78.42,86.7
1864,LORAZEPAM 2 MG TABS,591024201,3,0,180,260.76,59.14,8.01,51.13,86.4
1865,LORAZEPAM 2 MG/ML CONC,50383070530,1,0,30,58.03,14.18,11.39,2.79,19.6
1866,LOSARTAN POTASSIUM 100 MG T,13668011510,11,26,1398,4673.65,279.81,264.69,15.12,5.4
1867,LOSARTAN POTASSIUM 100 MG T,93736656,11,33,1440,4878.08,283.83,269.28,14.55,5.1
1868,LOSARTAN POTASSIUM 100 MG T,13668011590,9,7,700,2315.06,70.71,111.58,-40.87,0
1869,LOSARTAN POTASSIUM 100 MG T,60505316209,6,11,508,1735.49,309.22,142.24,166.98,54
1870,LOSARTAN POTASSIUM 100 MG T,65862020399,16,12,1076,3595.96,192.44,58.16,134.28,69.7
1871,LOSARTAN POTASSIUM 25 MG TA,65862020199,17,41,2175,4239.17,298.34,59.61,238.73,80
1872,LOSARTAN POTASSIUM 25 MG TA,54012322,7,20,1020,2106.04,166.24,74.12,92.12,55.4
1873,LOSARTAN POTASSIUM 25 MG TA,93736498,4,15,1020,1906.13,89.26,104.04,-14.78,0
1874,LOSARTAN POTASSIUM 25 MG TA,60505316008,7,16,690,1390.81,119.24,20.7,98.54,82.6
1875,LOSARTAN POTASSIUM 25 MG TA,31722070010,4,1,240,451.28,28.49,20.04,8.45,29.6
1876,LOSARTAN POTASSIUM 50 MG TA,93736556,4,11,510,1303.96,137.83,69.87,67.96,49.3
1877,LOSARTAN POTASSIUM 50 MG TA,93736598,4,7,450,1128.09,97.42,61.69,35.73,36.6
1878,LOSARTAN POTASSIUM 50 MG TA,13668040910,20,33,2408,5972.08,577.5,56.96,520.54,90.1
1879,LOSARTAN POTASSIUM 50 MG TA,60505316109,4,4,282,717.98,42.55,59.22,-16.67,0
1880,LOSARTAN POTASSIUM 50 MG TA,65862020290,8,5,450,1148.07,68.97,35.84,33.13,48
1881,LOSARTAN POTASSIUM 50 MG TA,65862020299,8,26,947,2482.46,241.57,33.49,208.08,86.1
1882,LOSARTAN-HCTZ 100-12.5 MG T,93736910,4,6,540,1940.18,182.84,87.2,95.64,52.3
1883,LOSARTAN-HCTZ 100-12.5 MG T,16714022401,4,10,598,2150.54,70.9,52.42,18.48,26
1884,LOSARTAN-HCTZ 100-12.5 MG T,65862046990,4,0,180,653.39,61.52,11.48,50.04,81.3
1885,LOSARTAN-HCTZ 100-25 MG TAB,93736898,5,6,570,2052.41,125.84,94.09,31.75,25.2
1886,LOSARTAN-HCTZ 100-25 MG TAB,68180021706,0,9,270,1010.07,106.49,29.7,76.79,72.1
1887,LOSARTAN-HCTZ 100-25 MG TAB,16714022502,2,0,44,167.91,9.29,2.94,6.35,68.3
1888,LOSARTAN-HCTZ 100-25 MG TAB,13668011890,1,0,90,316.69,15.71,8.05,7.66,48.7
1889,LOSARTAN-HCTZ 50-12.5 MG TA,13668011610,7,8,672,1831.11,121.42,49.37,72.05,59.3
1890,LOSARTAN-HCTZ 50-12.5 MG TA,16714022601,4,2,180,507.84,33.78,17.24,16.54,48.9
1891,LOSARTAN-HCTZ 50-12.5 MG TA,93736756,5,8,508,1400.84,103.52,62.82,40.7,39.3
1892,LOSARTAN-HCTZ 50-12.5 MG TA,16714022602,5,5,412,1115.88,66.89,24.84,42.05,62.8
1893,LOTEMAX 0.5 % GEL,24208050307,2,0,10,477.76,373.79,366.2,7.59,2
1894,LOTEMAX SM 0.38 % GEL,24208050707,1,0,5,238.88,204.62,184,20.62,10
1895,LOVASTATIN 10 MG TABS,185007060,1,0,90,131.09,3.04,12.87,-9.83,0
1896,LOVASTATIN 20 MG TABS,68180046801,3,6,450,1157.71,86.11,15.56,70.55,81.9
1897,LOVASTATIN 20 MG TABS,185007260,2,4,420,1056.56,44.77,63.98,-19.21,0
1898,LOXAPINE 5 MG CAPSULE,591036901,1,0,10,19.93,2.83,3.1,-0.27,0
1899,LUMIGAN 0.01 % SOLN,23320505,2,1,15,1447.62,1264.8,1134.09,130.71,10.3
1900,LUPRON DEPOT 22.5 MG 3MO KI,74334603,1,0,1,5588.54,4910.12,15000,-10089.88,0
1901,LYRICA 100 MG CAPS,71101568,7,2,690,6550.98,5212.65,5147.39,65.26,1.2
1902,LYRICA 150 MG CAPS,71101668,5,0,300,2859.1,2327.45,2247.3,80.15,3.4
1903,LYRICA 25 MG CAPS,71101268,1,0,60,571.82,456.64,449.46,7.18,1.5
1904,LYRICA 300 MG CAPS,71101868,7,3,600,5691.45,4490.88,4473.2,17.68,0.3
1905,LYRICA 50 MG CAPS,71101368,3,2,330,3113.27,2466.97,2450.63,16.34,0.6
1906,LYRICA 75 MG CAPS,71101468,2,0,150,1424.56,1424.56,1123.65,300.91,21.1
1907,M-NATAL PLUS 27-1 MG TABS,58657017001,1,0,30,15.99,5.44,25.5,-20.06,0
1908,MAGNESIUM 250 MG TABS,37205035178,1,3,300,48.95,10.54,6,4.54,43
1909,MAGNESIUM OXIDE 400 MG TAB,904660961,21,26,1950,640.48,192.42,106.15,86.27,44.8
1910,MAGNESIUM OXIDE 400 MG TAB,57896063412,5,6,450,123.84,49,8.54,40.46,82.5
1911,MAGNESIUM OXIDE 500 MG TABS,904423960,4,2,280,72.41,24,10.08,13.92,58
1912,MALE URINAL,2360187070,1,0,2,18,12,6.44,5.56,46.3
1913,MAPAP 160 MG/5ML LIQD,904198500,1,0,118,14.79,1.3,1.01,0.29,22.3
1914,MARY KAY TONER,11564651,1,0,1,11,1,1,0,0
1915,MASK ALL PURPOSE,5113101594,1,0,1,11,8,0.82,7.18,89.7
1916,MASK CAREMATE,15912020711,2,1,60,39.6,13.5,9.6,3.9,28.8
1917,MECLIZINE 12.5MG TAB,781134501,4,2,310,82.53,88,21.7,66.3,75.3
1918,MECLIZINE HCL 12.5 MG TABS,65162044110,8,4,990,442.28,107.05,141.24,-34.19,0
1919,MECLIZINE HCL 12.5 MG TABS,536101701,4,2,540,110.04,37,17.82,19.18,51.8
1920,MECLIZINE HCL 25 MG TABS,378548677,13,0,457,313.38,97.44,70.37,27.07,27.7
1921,MEDICAL ALERT BRACELET BLAN,25715090530,1,0,8,50,80,47.76,32.24,40.3
1922,MEDICINE CUPS,16784425238,15,3,18,738,1170,738,432,36.9
